col0,col1,col2,col3
Passau,Brockhaus and Efron Encyclopedic Dictionary,urban district of Bavaria,Jürgen Dupper
Görlitz,Brockhaus and Efron Encyclopedic Dictionary,town divided by border,Octavian Ursu
Schwedt/Oder,Brockhaus and Efron Encyclopedic Dictionary,urban municipality of Germany,Jürgen Polzehl
Passau,Brockhaus and Efron Encyclopedic Dictionary,urban municipality of Germany,Jürgen Dupper
Görlitz,Brockhaus and Efron Encyclopedic Dictionary,urban municipality of Germany,Octavian Ursu
Tulcea,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,capital of county in Romania,Constantin Hogea
Ciudad Juárez,Brockhaus and Efron Encyclopedic Dictionary,locality of Mexico,José Reyes Ferriz
Antwerp,Brockhaus and Efron Encyclopedic Dictionary,Belgian municipality with city privileges,Bart De Wever
Melilla,Ottův slovník naučný,disputed territory,Eduardo de Castro González
Buffalo,Brockhaus and Efron Encyclopedic Dictionary,city,Byron Brown
