col0,col1,col2,col3,col4,col5,col6
Squid Noir,United States of America,Squid Noir/Scavenger Pants,English,SpongeBob SquarePants,Scavenger Pants,Squid Noir
Wherever I Go: Part 1,United States of America,Wherever I Go,English,Hannah Montana,Wherever I Go: Part 2,Wherever I Go: Part 1
Speeding for Smogland,United States of America,Speeding for Smogland/Race Rally to Raleigh,English,Wacky Races,Race Rally to Raleigh,Speeding for Smogland
Whizzin' to Washington,United States of America,Whizzin' to Washington/The Dipsy Doodle Desert Derby,English,Wacky Races,The Dipsy Doodle Desert Derby,Whizzin' to Washington
Fast Track to Hackensack,United States of America,"Ballpoint, Penn. or Bust!/Fast Track to Hackensack",English,Wacky Races,The Ski Resort Road Race,Fast Track to Hackensack
The Baja-Ha-Ha Race,United States of America,The Baja-Ha-Ha Race/Real Gone Ape,English,Wacky Races,Real Gone Ape,The Baja-Ha-Ha Race
By Rollercoaster to Upsan Downs,United States of America,By Rollercoaster to Upsan Downs/The Speedy Arkansas Traveller,English,Wacky Races,The Speedy Arkansas Traveller,By Rollercoaster to Upsan Downs
Race to Racine,United States of America,Race to Racine/The Carlsbad or Bust Bash,English,Wacky Races,The Carlsbad or Bust Bash,Race to Racine
Beat The Clock To Yellow Rock,United States of America,Why Oh Why Wyoming/Beat the Clock to Yellow Rock,English,Wacky Races,Mish Mash Missouri Dash,Beat The Clock To Yellow Rock
Why Oh Why Wyoming,United States of America,Why Oh Why Wyoming/Beat the Clock to Yellow Rock,English,Wacky Races,Beat The Clock To Yellow Rock,Why Oh Why Wyoming
Free Wheeling to Wheeling,United States of America,Scout Scatter/Free Wheeling to Wheeling,English,Wacky Races,By Rollercoaster to Upsan Downs,Free Wheeling to Wheeling
Creepy Trip to Lemon Twist,United States of America,See-Saw to Arkansas/Creepy Trip to Lemon Twist,English,Wacky Races,Why Oh Why Wyoming,Creepy Trip to Lemon Twist
Graveyard Shift,United States of America,Graveyard Shift/Krusty Love,English,SpongeBob SquarePants,Krusty Love,Graveyard Shift
Sailor Mouth,United States of America,Sailor Mouth/Artist Unknown,English,SpongeBob SquarePants,Artist Unknown,Sailor Mouth
