col0,col1,col2,col3
HAL structure ID,Hyper Articles en Ligne,35992,Institute of Physics of 2 Infinites Lyon
abART institution ID,Archive of Fine Arts,36927,Moravian Gallery in Brno
PRELIB organization ID,Research project on literature in the Breton language,725,Breton Regionalist Union
Annuaire des fondations ID,French Foundation Centre,358,Fondation Anne-de-Gaulle
Swiss National Sound Archives ID,Swiss National Sound Archives,2500,Tremble Kids
abART group ID,Archive of Fine Arts,4220,Mánes Union of Fine Arts
Annuaire des fondations ID,French Foundation Centre,358,Fondation de France
Hoopla publisher ID,Hoopla,88053,Dover Publications
Swiss National Sound Archives ID,Swiss National Sound Archives,2500,Polo Hofer
Klosterdatenbank ID,Klosterdatenbank,3526,Marienstift
abART institution ID,Archive of Fine Arts,36927,Moravské zemské muzeum
Ringgold ID,Ringgold identifier,500000,Grand Accélérateur National d'Ions Lourds
archINFORM person or group ID,archINFORM,142818,The Architects' Collaborative
abART group ID,Archive of Fine Arts,4220,Devětsil
Swiss National Sound Archives ID,Swiss National Sound Archives,2500,Beny Rehmann
