col0,col1,col2,col3,col4,col5,col6,col7
Richmond County,United States of America,Richmond County,Lancaster County,county of Virginia,11.5,Richmond,560
Alleghany County,United States of America,Alleghany County,Craig County,county of Virginia,0.7,Allegany County,1162
Washington County,United States of America,Washington County,Smyth County,county of Virginia,0.9,Washington County,566
Giles County,United States of America,Giles County,Pulaski County,county of Virginia,1.3,Giles County,933
Louisa County,United States of America,Louisa County,Orange County,county of Virginia,2.9,Louisa County,1323
Pulaski County,United States of America,Pulaski County,Giles County,county of Virginia,3,Pulaski County,854
Orange County,United States of America,Orange County,Louisa County,county of Virginia,0.7,Orange County,889
Montgomery County,United States of America,Montgomery County,Craig County,county of Virginia,0.6,Montgomery County,1009
Cumberland County,United States of America,Cumberland County,Powhatan County,county of Virginia,0.8,Cumberland County,776
Highland County,United States of America,Highland County,Augusta County,county of Virginia,0.2,Highlands County,1077
Richmond County,United States of America,Richmond County,Essex County,county of Virginia,11.5,Richmond,560
Lancaster County,United States of America,Lancaster County,Richmond County,county of Virginia,42.4,Lancaster County,599
Richmond County,United States of America,Richmond County,Lancaster County,county of Virginia,11.5,Richmond County,560
