col0,col1,col2,col3,col4
Adams Township,Eastern Time Zone,township of Michigan,Houghton County,United States of America
Sumpter Township,Eastern Time Zone,township of Michigan,Wayne County,United States of America
Ray Township,Eastern Time Zone,township of Michigan,Macomb County,United States of America
Hamburg Township,Eastern Time Zone,township of Michigan,Livingston County,United States of America
Bainbridge Township,Eastern Time Zone,township of Michigan,Berrien County,United States of America
Bagley Township,Eastern Time Zone,township of Michigan,Otsego County,United States of America
Backus Township,Eastern Time Zone,township of Michigan,Roscommon County,United States of America
Avery Township,Eastern Time Zone,township of Michigan,Montmorency County,United States of America
Austin Township,Eastern Time Zone,township of Michigan,Sanilac County,United States of America
Aurelius Township,Eastern Time Zone,township of Michigan,Ingham County,United States of America
Au Sable Township,Eastern Time Zone,township of Michigan,Roscommon County,United States of America
Au Gres Township,Eastern Time Zone,township of Michigan,Arenac County,United States of America
Athens Township,Eastern Time Zone,township of Michigan,Calhoun County,United States of America
Assyria Township,Eastern Time Zone,township of Michigan,Barry County,United States of America
