col0,col1,col2,col3,col4
Remixed,Amigo Records,5,Brazil,Remixed
Massachusetts,Polydor Records,4,Japan,Massachusetts
Massachusetts EP,Polydor Records,4,Portugal,Massachusetts
World EP,Polydor Records,4,Portugal,World
Holiday EP,Polydor Records,4,Portugal,Holiday
Words,Spin,4,Australia,Words
Free as a Bird,Apple,4,United States of America,Free as a Bird
World,Spin,4,Australia,World
Let it snow!,A-Sketch,6,Japan,Let It Snow
Invisible Hands,Carrot Top Records,3,United States of America,Invisible Hands
Five by Five,Decca,3,United Kingdom,Five by Five
The Rolling Stones,Decca,2,United Kingdom,Rolling Stones
Beatles for Sale,Parlophone,2,United Kingdom,Beatles for Sale
