col0,col1,col2,col3,col4,col5,col6,col7
Adele A. Crowder fonds,fonds,Canadian archive of Women in STEM,botany,archives,Adele A. Crowder fonds,1982-01-01,Queen's University Libraries
Dr. Anne Keyl fonds,fonds,Canadian archive of Women in STEM,medicine,archives,Dr. Anne Keyl fonds,1965-01-01,Women's College Hospital Archives
Betty Havens fonds,fonds,Canadian archive of Women in STEM,gerontology,archives,Betty Havens fonds,1961-01-01,University of Manitoba Archives & Special Collections
Eileen Flanagan fonds,fonds,Canadian archive of Women in STEM,women in science,archives,Eileen Flanagan fonds,1948-01-01,University of British Columbia Library
Florence J. Mewburn fonds,fonds,Canadian archive of Women in STEM,women in science,archives,Florence J. Mewburn fonds,1924-01-01,Glenbow Archives
Catherine de Bellefeuille fonds,fonds,Canadian archive of Women in STEM,World War I,archives,Catherine de Bellefeuille fonds,1910-01-01,Glenbow Archives
Bernice Goldsmith fonds,fonds,Canadian archive of Women in STEM,women in science,archives,Bernice Goldsmith fonds,1967-01-01,Concordia University Records Management and Archives
Elsie Gregory MacGill fonds,fonds,Canadian archive of Women in STEM,aeronautics,archives,Elsie Gregory MacGill fonds,1888-01-01,Archives of Ontario
Elinor Black fonds,fonds,Canadian archive of Women in STEM,women in science,archives,Elinor Black fonds,1912-01-01,University of Manitoba Libraries
E. Cora Hind fonds,fonds,Canadian archive of Women in STEM,journalism,archives,E. Cora Hind fonds,1922-01-01,University of Manitoba Archives & Special Collections
Dorothea Palmer collection,fonds,Canadian archive of Women in STEM,court,archives,Dorothea Palmer collection,1936-01-01,Special Collections & Archives
Catherine Middleton fonds,fonds,Canadian archive of Women in STEM,women in STEM fields,archives,Catherine Middleton fonds,2002-01-01,Ryerson University Library
Barbara Triggs-Raine file,file unit,Canadian archive of Women in STEM,biochemistry,archives,Barbara Triggs-Raine file,1996-01-01,University of Manitoba Libraries
Augusta Stowe-Gullen fonds,fonds,Canadian archive of Women in STEM,medicine,archives,Augusta Stowe-Gullen fonds,1830-01-01,Victoria University
Allie Vibert Douglas fonds,fonds,Canadian archive of Women in STEM,astronomy,archives,Allie Vibert Douglas fonds,1920-01-01,Queen's University Libraries
