col0,col1,col2,col3
Casanova Lerrone,Province of Savona,24.23,UTC+02:00
Arnasco,Province of Savona,6.09,UTC+02:00
"San Teodoro, Sardinia",Province of Sassari,107.6,UTC+02:00
Ventasso,Province of Reggio Emilia,258.18,UTC+02:00
Chions,Province of Pordenone,33.45,UTC+02:00
Casciana Terme Lari,Province of Pisa,81.4,UTC+02:00
Colli al Metauro,Pesaro and Urbino Province,46.17,UTC+02:00
Terre Roveresche,Pesaro and Urbino Province,70.37,UTC+02:00
Castiraga Vidardo,Province of Lodi,5.04,UTC+02:00
Ortonovo,Province of La Spezia,13.86,UTC+02:00
Taggia,Province of Imperia,31.36,UTC+02:00
Moconesi,Province of Genoa,16.27,UTC+02:00
Sant’Olcese,Province of Genoa,21.9,UTC+02:00
Bagno di Romagna,Province of Forlì-Cesena,233.52,UTC+02:00
