col0,col1,col2,col3
Benedikt,Benedito,Brockhaus and Efron Encyclopedic Dictionary,Wikimedia disambiguation page
Paul,Pablo,Ottův slovník naučný,Wikimedia disambiguation page
Mysterium,Mystère,Ottův slovník naučný,Wikimedia disambiguation page
Paul,Paolo,Ottův slovník naučný,Wikimedia disambiguation page
PB,Pb,Ottův slovník naučný,Wikimedia disambiguation page
Per,Pierre,Ottův slovník naučný,Wikimedia disambiguation page
Afinidad,Affinity,Ottův slovník naučný,Wikimedia disambiguation page
Matrix,Matritsa,Armenian Soviet Encyclopedia,Wikimedia disambiguation page
Variant,Variante,Armenian Soviet Encyclopedia,Wikimedia disambiguation page
Pius,Pío,Brockhaus and Efron Encyclopedic Dictionary,Wikimedia disambiguation page
Eugene,Eugène,Brockhaus and Efron Encyclopedic Dictionary,Wikimedia disambiguation page
Lucius,Lukas,Brockhaus and Efron Encyclopedic Dictionary,Wikimedia disambiguation page
