col0,col1,col2,col3,col4,col5
Saanenmöser Pass,Switzerland,Bernese Alps,1279,rail mountain pass,canton of Bern
Monte Ceneri Pass,Switzerland,Lepontine Alps,554,rail mountain pass,Ticino
Sattel Pass,Switzerland,Alps,932,rail mountain pass,Canton of Schwyz
Furka Pass,Switzerland,Urner Alps,2429,rail mountain pass,canton of Valais
Jungfraujoch,Switzerland,Bernese Alps,3471,rail mountain pass,canton of Valais
Oberalp Pass,Switzerland,Glarus Alps,2044,rail mountain pass,Graubünden
Dzungarian Gate,People's Republic of China,Altai Mountains,470,rail mountain pass,Bole
White Pass,Canada,Boundary Ranges,873,rail mountain pass,British Columbia
Raton Pass,United States of America,Sangre de Cristo Mountains,2350,rail mountain pass,New Mexico
Crowsnest Pass,Canada,Canadian Rockies,1358,rail mountain pass,Alberta
Altamont Pass,United States of America,Diablo Range,308,rail mountain pass,California
Kicking Horse Pass,Canada,Canadian Rockies,1627,rail mountain pass,Columbia-Shuswap Regional District
Col de la Givrine,Switzerland,Jura Mountains,1228,rail mountain pass,Canton of Vaud
