col0,col1,col2,col3,col4,col5
Tâmega e Sousa subregion,Norte region,Portugal,Amarante,Metropolitan Area of Porto,Norte region
Cávado,Norte region,Portugal,Braga,Metropolitan Area of Porto,Norte region
Terras de Trás-os-Montes,Norte region,Portugal,Bragança,Douro Subregion,Norte region
Tâmega e Sousa subregion,Norte region,Portugal,Amarante,Douro Subregion,Norte region
Ave Subregion,Norte region,Portugal,Guimarães,Douro Subregion,Norte region
Cávado,Norte region,Portugal,Braga,Alto Minho Subregion,Norte region
Alto Minho Subregion,Norte region,Portugal,Viana do Castelo,Cávado,Norte region
Ave Subregion,Norte region,Portugal,Guimarães,Cávado,Norte region
Metropolitan Area of Porto,Norte region,Portugal,Porto,Cávado,Norte region
Oeste Subregion,Centro region,Portugal,Torres Vedras,Região de Leiria Subregion,Centro region
Médio Tejo Subregion,Centro region,Portugal,Tomar,Região de Leiria Subregion,Centro region
Lezíria do Tejo Subregion,Alentejo region,Portugal,Santarém,Região de Leiria Subregion,Centro region
Médio Tejo Subregion,Centro region,Portugal,Tomar,Beira Baixa Subregion,Centro region
