col0,col1,col2,col3
Lac La Biche,560,hamlet in Alberta,6.2
New Norway,745,hamlet in Alberta,1.12
"Swalwell, Alberta",900,hamlet in Alberta,0.34
"Fort Chipewyan, Alberta",221,hamlet in Alberta,10.23
Fort McMurray,260,hamlet in Alberta,59.89
Fort MacKay,260,hamlet in Alberta,9.53
Nisku,705,industrial park,65.5
"Robb, Alberta",1140,hamlet in Alberta,6.83
"Lundbreck, Alberta",1200,hamlet in Alberta,0.42
"Zama City, Alberta",320,hamlet in Alberta,19.34
Woking,675,hamlet in Alberta,0.56
"Winfield, Alberta",926,hamlet in Alberta,1.12
"Waterton Park, Alberta",1280,hamlet in Alberta,485.6
"Walsh, Alberta",745,hamlet in Alberta,1.42
