col0,col1,col2,col3,col4,col5
Kepler-22,5527,1360000,0,Cygnus,289.21746007996455
KOI-64,5356,3400000,2,Cygnus,296.5105723312774
Lalande 21185,3563,611000,58,Ursa Major,165.834141662
EK Draconis,5647,696000,16.8,Draco,219.75087895229
KOI-3165,6016,2420000,7.9,Lyra,287.6375580083846
BD+46 2555,6314,2480000,9.8,Lyra,281.9135367937295
BD+36 3570,6096,2330000,9,Lyra,292.0826958637695
KOI-370,6110,2570000,6.7,Cygnus,291.38775641270877
HD 89744,6248,2960000,10.4,Ursa Major,155.54400961128252
HD 3795,5456,2730000,4.2,Cetus,10.1366483558757
