col0,col1,col2,col3,col4,col5,col6
Coburg,48.29,urban district of Bavaria,Brockhaus and Efron Encyclopedic Dictionary,Norbert Kastner,Upper Franconia,41236
Amberg,5007,urban district of Bavaria,Brockhaus and Efron Encyclopedic Dictionary,Michael Cerny,Upper Palatinate,42248
Hof,58.02,urban district of Bavaria,Brockhaus and Efron Encyclopedic Dictionary,Harald Fichtner,Upper Franconia,45950
Ansbach,99.91,urban municipality of Germany,The Nuttall Encyclopædia,Carda Seidel,Middle Franconia,41652
Coburg,48.29,urban municipality of Germany,Brockhaus and Efron Encyclopedic Dictionary,Norbert Kastner,Upper Franconia,41236
Amberg,5007,urban municipality of Germany,Brockhaus and Efron Encyclopedic Dictionary,Michael Cerny,Upper Palatinate,42248
Hof,58.02,urban municipality of Germany,Brockhaus and Efron Encyclopedic Dictionary,Harald Fichtner,Upper Franconia,45950
Coburg,48.29,European City,Brockhaus and Efron Encyclopedic Dictionary,Norbert Kastner,Upper Franconia,41236
Amberg,5007,major regional center,Brockhaus and Efron Encyclopedic Dictionary,Michael Cerny,Upper Palatinate,42248
Hof,58.03,major regional center,Jewish Encyclopedia of Brockhaus and Efron,Harald Fichtner,Upper Franconia,45950
Ansbach,99.91,district capital,The Nuttall Encyclopædia,Carda Seidel,Middle Franconia,41652
