col0,col1,col2,col3,col4,col5,col6,col7
1995 European Grand Prix,1995 Formula One season,XL Grand Prix of Europe,67,Michael Schumacher,1995-10-01,David Coulthard,Germany
2002 European Grand Prix,2002 Formula One season,XLVI Allianz Grand Prix of Europe,60,Rubens Barrichello,2002-06-23,Juan Pablo Montoya,Germany
1999 European Grand Prix,1999 Formula One season,Warsteiner Grand Prix of Europe,66,Johnny Herbert,1999-09-26,Heinz-Harald Frentzen,Germany
2005 European Grand Prix,2005 Formula One season,Formula 1 Grand Prix of Europe,59,Fernando Alonso,2005-05-29,Nick Heidfeld,Germany
2003 European Grand Prix,2003 Formula One season,XLVII Allianz Grand Prix of Europe,60,Ralf Schumacher,2003-06-29,Kimi Räikkönen,Germany
1996 European Grand Prix,1996 Formula One season,XL Grand Prix of Europe,67,Jacques Villeneuve,1996-04-28,Damon Hill,Germany
1983 European Grand Prix,1983 Formula One season,John Player & Sons European Grand Prix,76,Nelson Piquet,1983-09-25,Elio de Angelis,United Kingdom
1993 European Grand Prix,1993 Formula One season,Sega European Grand Prix,76,Ayrton Senna,1993-04-11,Alain Prost,United Kingdom
1985 European Grand Prix,1985 Formula One season,Royal Dutch Shell European Grand Prix,75,Nigel Mansell,1985-10-06,Ayrton Senna,United Kingdom
1984 European Grand Prix,1984 Formula One season,XXXVI European Grand Prix,67,Alain Prost,1984-10-07,Nelson Piquet,Netherlands
2012 European Grand Prix,2012 Formula One season,2012 Formula 1 Grand Prix of Europe,57,Fernando Alonso,2012-06-24,Sebastian Vettel,Spain
2009 European Grand Prix,2009 Formula One season,LIII Telefónica Grand Prix of Europe,57,Rubens Barrichello,2009-08-23,Lewis Hamilton,Spain
2016 European Grand Prix,2016 Formula One season,2016 Formula 1 Grand Prix of Europe,51,Nico Rosberg,2016-06-19,Nico Rosberg,Azerbaijan
