col0,col1,col2,col3,col4
New York Mining Disaster 1941,Bee Gees,Ossie Byrne,folk rock,Phil Dennys
To Love Somebody,Bee Gees,Robert Stigwood,blue-eyed soul,Bill Shepherd
First of May,Bee Gees,Robert Stigwood,easy listening,Bill Shepherd
The Lord,Bee Gees,Barry Gibb,country rock,Bill Shepherd
Sinking Ships,Bee Gees,Robert Stigwood,psychedelic pop,Bill Shepherd
My World,Bee Gees,Robert Stigwood,soft rock,Bill Shepherd
How Can You Mend a Broken Heart,Bee Gees,Robert Stigwood,soft rock,Bill Shepherd
I've Gotta Get a Message to You,Bee Gees,Robert Stigwood,soft rock,Bill Shepherd
Country Woman,Bee Gees,Robert Stigwood,blues rock,Bill Shepherd
"Tomorrow, Tomorrow",Bee Gees,Robert Stigwood,folk rock,Bill Shepherd
Don't Forget to Remember,Bee Gees,Barry Gibb,country music,Bill Shepherd
Lamplight,Bee Gees,Robert Stigwood,baroque pop,Bill Shepherd
The Singer Sang His Song,Bee Gees,Robert Stigwood,baroque pop,Bill Shepherd
I Started a Joke,Bee Gees,Robert Stigwood,pop music,Bill Shepherd
First of May,Bee Gees,Bee Gees,easy listening,Bill Shepherd
