col0,col1,col2,col3,col4,col5,col6,col7
Terracotta amphora,classical antiquity,57.5,-0529-01-01T00:00:00Z,Andokides,Metropolitan Museum of Art,United States of America,Maenad
Kylix by the Providence Painter,classical antiquity,8.2,-0500-01-01T00:00:00Z,Greek vase-painter,Museum of Antiquities of the University of Heidelberg,Germany,symposium
Neck Amphora by Exekias,classical antiquity,40.5,-0600-01-01T00:00:00Z,Exekias,Altes Museum,Germany,Nemean lion
Terracotta amphora,classical antiquity,57.5,-0529-01-01T00:00:00Z,Andokides,Metropolitan Museum of Art,United States of America,Nemean lion
attic geometric Neck amphora,classical antiquity,67.5,-0720-01-01T00:00:00Z,Workshop of Athens 894,Museum August Kestner,Germany,zigzag
Terracotta volute-krater,classical antiquity,63.5,-0449-01-01T00:00:00Z,Painter of the Wooly Satyrs,Metropolitan Museum of Art,United States of America,vase
Cesnola krater,classical antiquity,114.9,-0800-01-01T00:00:00Z,Cesnola Painter,Metropolitan Museum of Art,United States of America,vase
Terracotta alabastron,classical antiquity,27,-0550-01-01T00:00:00Z,anonymous,Metropolitan Museum of Art,United States of America,vase
Cesnola krater,classical antiquity,114.9,-0800-01-01T00:00:00Z,Cesnola Painter,Metropolitan Museum of Art,United States of America,spiral
Attic black-figure votive plate,classical antiquity,3.5,-0600-01-01T00:00:00Z,anonymous,Museum of Antiquities of the University of Heidelberg,Germany,cuirass
Kylix by the Providence Painter,classical antiquity,8.2,-0500-01-01T00:00:00Z,Greek vase-painter,Museum of Antiquities of the University of Heidelberg,Germany,amphora
Cesnola krater,classical antiquity,114.9,-0800-01-01T00:00:00Z,Cesnola Painter,Metropolitan Museum of Art,United States of America,Capra
Terracotta amphora,classical antiquity,57.5,-0529-01-01T00:00:00Z,Andokides,Metropolitan Museum of Art,United States of America,satyr
Terracotta aryballos signed by Nearchos,classical antiquity,7.8,-0569-01-01T00:00:00Z,Nearchos,Metropolitan Museum of Art,United States of America,Perseus
