col0,col1,col2,col3,col4,col5,col6
2006 Clásica de Almería,173.1,Ricardo Serrano,Spain,Almería,62,2006-02-26
2005 Clásica de Almería,173.4,David Muñoz,Spain,Almería,55,2005-02-27
2015 Clásica de Almería,183.3,Romain Bardet,Spain,Almería,123,2015-02-15
2006 Clásica de Almería,173.1,Francisco Pérez Sanchez,Spain,Almería,62,2006-02-26
2007 Clásica de Almería,186,Eduard Vorganov,Spain,Almería,106,2007-03-04
2005 Clásica de Almería,173.4,Sergi Escobar,Spain,Almería,55,2005-02-27
2012 Clásica de Almería,185.6,Michael Matthews,Spain,Almería,98,2012-02-26
2010 Clásica de Almería,176,Graeme Brown,Spain,Almería,91,2010-02-28
2008 Clásica de Almería,187.9,Graeme Brown,Spain,Almería,106,2008-03-02
2009 Clásica de Almería,169.4,Graeme Brown,Spain,Almería,85,2009-03-01
2012 Clásica de Almería,185.6,Borut Božič,Spain,Almería,98,2012-02-26
2010 Clásica de Almería,176,Theo Bos,Spain,Almería,91,2010-02-28
2009 Clásica de Almería,169.4,Stefano Garzelli,Spain,Almería,85,2009-03-01
2015 Clásica de Almería,183.3,Mark Renshaw,Spain,Almería,123,2015-02-15
2011 Clásica de Almería,177.6,José Joaquín Rojas,Spain,Almería,92,2011-02-27
