col0,col1,col2,col3,col4
Constanța,25,UTC+02:00,Moesia,283872
Giurgiu,25,UTC+02:00,Giurgiu County,61353
Slobozia,20,UTC+02:00,Ialomița County,45891
Drobeta-Turnu Severin,65,UTC+02:00,Mehedinți County,92617
Roșiorii de Vede,32,UTC+03:00,Teleorman County,27416
Alexandria,47,UTC+03:00,Teleorman County,45434
Roșiorii de Vede,32,UTC+02:00,Teleorman County,27416
Alexandria,47,UTC+02:00,Teleorman County,45434
Tulcea,30,UTC+02:00,Tulcea County,73707
Hunedoara,278,UTC+03:00,Hunedoara County,60525
Deva,187,UTC+03:00,Hunedoara County,61123
Hunedoara,278,UTC+02:00,Hunedoara County,60525
