col0,col1,col2,col3,col4,col5,col6,col7
Garfield County,5083,Garfield County,James A. Garfield,Kane County,Panguitch,county of Utah,Utah
Emery County,10749,Emery County,George W. Emery,Grand County,Castle Dale,county of Utah,Utah
Iron County,46780,Iron County,iron,Kane County,Parowan,county of Utah,Utah
Juab County,10348,Juab County,Indigenous peoples of the United States,Millard County,Nephi,county of Utah,Utah
Davis County,322094,Davis County,Daniel C. Davis,Weber County,Farmington,county of Utah,Utah
Kane County,7260,Kane County,Thomas L. Kane,Iron County,Kanab,county of Utah,Utah
San Juan County,14973,San Juan County,San Juan River,Kane County,Monticello,county of Utah,Utah
Duchesne County,20308,Duchesne County,Duchesne River,Wasatch County,Duchesne,county of Utah,Utah
Sanpete County,28237,Sanpete County,Sanpitch,Juab County,Manti,county of Utah,Utah
Uintah County,35555,Uintah County,Ute people,Duchesne County,Vernal,county of Utah,Utah
Salt Lake County,1079721,Salt Lake County,Great Salt Lake,Davis County,Salt Lake City,county of Utah,Utah
Sevier County,20852,Sevier County,Sevier River,Emery County,Richfield,county of Utah,Utah
Carbon County,20988,Carbon County,carbon,Duchesne County,Price,county of Utah,Utah
