col0,col1,col2,col3,col4,col5
Hertfordshire,Middlesex,1156273,Hertfordshire,United Kingdom,historic county of the United Kingdom
Herefordshire,Brecknockshire,183649,Herefordshire,United Kingdom,historic county of the United Kingdom
Hampshire,Sussex,2097066,Hampshire,United Kingdom,historic county of the United Kingdom
Dorset,Devon,542585,Dorset,United Kingdom,historic county of the United Kingdom
Kent,Middlesex,2743368,Kent,United Kingdom,historic county of the United Kingdom
Somerset,Gloucestershire,1053551,Somerset,United Kingdom,historic county of the United Kingdom
Staffordshire,Cheshire,2159803,Staffordshire,United Kingdom,historic county of England
Lincolnshire,Yorkshire,1039100,Lincolnshire,United Kingdom,historic county of England
Hertfordshire,Middlesex,1156273,Hertfordshire,United Kingdom,historic county of England
Herefordshire,Brecknockshire,183649,Herefordshire,United Kingdom,historic county of England
Hampshire,Sussex,2097066,Hampshire,United Kingdom,historic county of England
