col0,col1,col2,col3,col4,col5,col6
bismuth-191,12.4,lead-191,-13239.347,190.985786975,-1,83
bismuth-190,6.2,lead-190,-10599.579,189.988620883,1,83
bismuth-189,674,lead-189,-10064.66,188.989195141,-1,83
bismuth-188,60,lead-188,-7194.687,187.992276184,-1,83
bismuth-187,37,lead-187,-6383.271,186.993147276,-1,83
bismuth-186,9.8,lead-186,-3146.212,185.996622402,1,83
bismuth-185,58,lead-184,-2236,184.9976,1,83
bismuth-214,19.9,thallium-210,-1200.753,213.998710938,-1,83
bismuth-213,45.59,thallium-209,-5231.635,212.994383608,-1,83
bismuth-211,2.14,thallium-207,-11859.131,210.987268698,-1,83
bismuth-210,5.012,thallium-206,-14791.979,209.984120156,-1,83
bismuth-209,19000000000000000000,thallium-205,-18258.662,208.980398519,-1,83
