col0,col1,col2,col3,col4,col5,col6
2016 Sundance Film Festival,United States of America,film festival edition,2016-01-01,Sundance Film Festival,2015 Sundance Film Festival,2016-01-21
66th Berlin International Film Festival,Germany,film festival edition,2016-01-01,Berlin International Film Festival,65th Berlin International Film Festival,2016-02-11
42nd Film Fest Gent,Belgium,film festival edition,2015-01-01,Film Fest Gent,41st Film Fest Gent,2015-10-13
2016 Cannes Film Festival,France,film festival edition,2016-01-01,Cannes Film Festival,2015 Cannes Film Festival,2016-05-11
2017 Cannes Film Festival,France,film festival edition,2017-01-01,Cannes Film Festival,2016 Cannes Film Festival,2017-05-17
76th Venice International Film Festival,Italy,film festival edition,2019-01-01,Venice Film Festival,75th Venice International Film Festival,2019-08-28
2019 Toronto International Film Festival,Canada,film festival edition,2019-01-01,Toronto International Film Festival,2018 Toronto International Film Festival,2019-09-05
5th Hungarian Film Week,Hungary,film festival edition,2019-01-01,Hungarian Film Week,4th Hungarian Film Week,2019-04-22
2019 Sundance Film Festival,United States of America,film festival edition,2019-01-01,Sundance Film Festival,2018 Sundance Film Festival,2019-01-24
45th Film Fest Gent,Belgium,film festival edition,2018-01-01,Film Fest Gent,44rd Film Fest Gent,2018-10-09
32nd Torino Film Festival,Italy,film festival edition,2014-01-01,Torino Film Festival,31st Torino Film Festival,2014-11-21
31st Torino Film Festival,Italy,film festival edition,2013-01-01,Torino Film Festival,30th Torino Film Festival,2013-11-22
30th Torino Film Festival,Italy,film festival edition,2012-01-01,Torino Film Festival,29th Torino Film Festival,2012-11-23
