col0,col1,col2,col3,col4
Frankfurt,Frankfurt Central Station,Hermann Eggert,Frankfurt City Tunnel,25
Hamburg Central Station,Hauptbahnhof Nord U,Heinrich Reinhardt,Berlin–Hamburg railway line,4
Frankfurt,Frankfurt Central Station,Hermann Eggert,Main-Neckar Railway,25
Frankfurt South station,Südbahnhof,Armin Wegner,Main Railway,9
Frankfurt,Frankfurt Central Station,Hermann Eggert,Main Railway,25
Munich Pasing station,Pasing Bf. Nord,Friedrich Bürklein,Allgäu Railway,9
Kassel-Wilhelmshöhe station,Bahnhof Kassel-Wilhelmshöhe,Yadegar Asisi,Main–Weser Railway,8
Frankfurt,Frankfurt Central Station,Hermann Eggert,Köln–Frankfurt high-speed rail line,25
Berlin Hauptbahnhof,Hauptbahnhof metro station,Meinhard von Gerkan,Hanover–Berlin high-speed railway,16
Hamburg Central Station,Hauptbahnhof Nord U,Georg Süßenguth,Berlin–Hamburg railway line,4
Berlin Hauptbahnhof,Hauptbahnhof metro station,Meinhard von Gerkan,Berlin North–South mainline,16
Hamburg Central Station,Hauptbahnhof Nord U,Georg Süßenguth,Hanover–Hamburg railway,4
Berlin Hauptbahnhof,Hauptbahnhof metro station,Meinhard von Gerkan,Berlin–Lehrte railway,16
Munich Pasing station,Pasing Bf. Nord,Friedrich Bürklein,S3 (Munich),9
Berlin Potsdamer Platz station,Potsdamer Platz metro station,Richard Brademann,RE 5 (Berlin/Brandenburg),4
