col0,col1,col2,col3
2000 Tour of Japan,1999 Tour of Japan,2001 Tour of Japan,Grzegorz Wajs
2018 Tour of Japan,2017 Tour of Japan,2019 Tour of Japan,Marcos García
2016 Tour of Japan,2015 Tour of Japan,2017 Tour of Japan,Marcos García
2002 Tour of Japan,2001 Tour of Japan,2004 Tour of Japan,Simone Mori
2001 Tour of Japan,2000 Tour of Japan,2002 Tour of Japan,Paweł Niedźwiecki
2017 Tour of Japan,2016 Tour of Japan,2018 Tour of Japan,Nathan Earle
2014 Tour of Japan,2013 Tour of Japan,2015 Tour of Japan,Ghader Mizbani
2004 Tour of Japan,2002 Tour of Japan,2005 Tour of Japan,Shinichi Fukushima
2006 Tour of Japan,2005 Tour of Japan,2007 Tour of Japan,John-Lee Augustyn
2001 Tour of Japan,2000 Tour of Japan,2002 Tour of Japan,Scott Davis
2007 Tour of Japan,2006 Tour of Japan,2008 Tour of Japan,Valentin Iglinsky
2002 Tour of Japan,2001 Tour of Japan,2004 Tour of Japan,Bert Scheirlinckx
