col0,col1,col2,col3,col4
Siege of Constantinople,1411-01-01,Ottoman Interregnum,Siege of Constantinople,1411-01-01
Siege of Calais,1940-01-01,World War II,Siege of Calais,1940-05-26
Siege of Namur,-0053-01-01T00:00:00Z,Gallic War,Siege of Namur,-0053-01-01T00:00:00Z
Siege of Constantinople,1411-01-01,Ottoman Interregnum,Siege of Constantinople,1411-01-01
Siege of Maastricht,1673-01-01,Franco-Dutch War,Siege of Maastricht,1673-06-26
siege of Tyre,1124-01-01,Venetian Crusade,Siege of Tyre,1124-07-06
Siege of Tyre,1243-07-01,War of the Lombards,siege of Tyre,1243-07-01
Siege of Thessalonica,0617-01-01,Avar–Byzantine wars,Siege of Thessalonica,0618-01-01
Siege of Smolensk,1514-08-01,Russian–Lithuanian Wars,Siege of Smolensk,1514-08-11
Siege of Jerusalem,1244-07-15,Sixth Crusade,Siege of Jerusalem,1244-07-22
