col0,col1,col2,col3
Argento,show jumping,bay,horse
Robert Le Dyable,show jumping,gray,horse
Caruschka 2,show jumping,gray,horse
Vésuve de Brekka,Republican Guard,bay,horse
Upsilon d’Ocquier,show jumping,bay,horse
Fair Light van't Heike,show jumping,chestnut,horse
Aris CMS,show jumping,chestnut,horse
Quorida de Treho,show jumping,chestnut,horse
Barron,show jumping,chestnut,horse
Patchen Beauty,race horse,white horse,horse
Ratina d'la Rousserie,show jumping,bay,horse
Night and Day,horse breeding,bay,horse
Rahotep de Toscane,Reproduction,gray,horse
Quastor,stallion,bay,horse
