col0,col1,col2,col3,col4,col5,col6
Lafayette County,1.6,1655,1820-01-01,Lafayette County,United States of America,Lexington
Jefferson County,1.2,1720,1818-01-01,Jefferson County,United States of America,Hillsboro
Osage County,1,1589,1841-01-01,Osage County,United States of America,Linn
Monroe County,3.4,1736,1831-01-06,Monroe County,United States of America,Paris
Polk County,1.1,1664,1835-01-05,Polk County,United States of America,Bolivar
Johnson County,0.5,2158,1834-01-01,Johnson County,United States of America,Warrensburg
Livingston County,1.2,1395,1837-01-01,Livingston County,United States of America,Chillicothe
St. Clair County,4.6,1818,1841-01-01,St. Clair County,United States of America,Osceola
Platte County,1.5,1106,1838-01-01,Platte County,United States of America,Platte City
Perry County,2,1254,1820-01-01,Perry County,United States of America,Perryville
Mississippi County,4,1111,1845-01-01,Mississippi County,United States of America,Charleston
Putnam County,0.4,1346,1845-02-28,Putnam County,United States of America,Unionville
Pulaski County,0.8,1428,1833-01-01,Pulaski County,United States of America,Waynesville
Pike County,2.1,1774,1818-01-01,Pike County,United States of America,Bowling Green
