col0,col1,col2,col3
Gharyan,Jabal al Gharbi District,UTC+02:00,big city
Misrata,Misrata District,UTC+02:00,big city
Benghazi,Kingdom of Libya,UTC+02:00,big city
Al Bayda,Jabal al Akhdar,UTC+02:00,big city
Tripoli,Libya,UTC+02:00,big city
Khoms,Murqub,Eastern European Time,human settlement
Zawiya,Zawiya District,UTC+02:00,human settlement
Derna,Derna District,UTC+02:00,human settlement
Ajdabiya,Al Wahat District,UTC+02:00,human settlement
Tripoli,Libya,UTC+02:00,capital
Ubari,Wadi al Hayaa District,UTC+02:00,town
‘Aziziya,Jafara,UTC+02:00,town
Gharyan,Jabal al Gharbi District,UTC+02:00,city
