col0,col1,col2,col3
Teringi bog,Estonia,bog,Teringi Nature Park
Kesu Bog,Estonia,bog,Avaste Nature Reserve
Hiddeser Bent,Germany,bog,Donoperteich-Hiddeser Bent
Aaper Vennekes,Germany,heath,Drevenacker Dünen
Crawford Bog,United States of America,bog,Blue Spring Wildlife Management Area
Loisach-Kochelsee-Moore,Germany,bog,Fichtsee im Sindelsbachfilz
Vehnemoor,Germany,bog,Vehnemoor-West
Fintlandsmoor,Germany,bog,Fintlandsmoor und Dänikhorster Moor
Kleiner Kranichsee,Germany,bog,"Kleiner Kranichsee, Butterwegmoor und Henneberger Hang"
Großes Moor,Germany,moor,Großes Moor bei Gifhorn
Rambower Moor,Germany,bog,Rambower Torfmoor
Oppenwehe Moor,Germany,bog,Oppenweher Moor (NI)
