col0,col1,col2,col3,col4
Pyrénées – Mont Perdu World Heritage Site,group of protected areas,Hautes-Pyrénées,30639,Pyrénées National Park
Central Amazon Conservation Complex,group of protected areas,Amazonas,5323018,Anavilhanas Ecological Station
Kenya Lake System in the Great Rift Valley,group of protected areas,Rift Valley Province,3581,Lake Elmenteita
Heart of Neolithic Orkney,group of protected areas,Orkney Islands,6.258,Maes Howe
Kluane / Wrangell – St. Elias / Glacier Bay / Tatshenshini-Alsek,group of protected areas,Alaska,9839121,Glacier Bay National Park and Preserve
Te Wahipounamu,group of protected areas,Southland Region,2600000,Fiordland National Park
Canadian Rocky Mountain Parks World Heritage Site,group of protected areas,Alberta,2299104,Banff National Park
"Ibiza, Biodiversity and Culture",group of structures or buildings,Balearic Islands,7567.63,Sa Caleta Phoenician Settlement
"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",cultural landscape,Corsica,11800,Calanques de Piana
Kenya Lake System in the Great Rift Valley,depression,Rift Valley Province,3581,Lake Elmenteita
