col0,col1,col2,col3
County Wicklow,County Wexford,Baltinglass,office of the Cathaoirleach of Wicklow County Council
County Westmeath,County Roscommon,Athlone,office of the Cathaoirleach of Westmeath County Council
County Offaly,County Laois,Birr,office of the Cathaoirleach of Offaly County Council
County Meath,County Kildare,Ashbourne,office of the Cathaoirleach of Meath County Council
County Louth,Northern Ireland,Ardee,office of the Cathaoirleach of Louth County Council
County Leitrim,Northern Ireland,Carrick-on-Shannon,office of the Cathaoirleach of Leitrim County Council
County Galway,County Mayo,Galway City West,office of the Cathaoirleach of County Galway
County Cork,County Limerick,Cork City North-Central,office of the Mayor of County Cork
County Laois,County Kildare,Graiguecullen–Portarlington,office of the Cathaoirleach of Laois County Council
County Monaghan,Northern Ireland,Carrickmacross–Castleblayney,office of the Cathaoirleach of Monaghan County Council
County Cavan,Northern Ireland,Cavan–Belturbet,office of the Cathaoirleach of Cavan County Council
