col0,col1,col2,col3,col4,col5
1987 San Marino Grand Prix,San Marino Grand Prix,1987 Formula One season,1987-05-03,Teo Fabi,San Marino
1986 San Marino Grand Prix,San Marino Grand Prix,1986 Formula One season,1986-04-27,Nelson Piquet,San Marino
1984 San Marino Grand Prix,San Marino Grand Prix,1984 Formula One season,1984-05-06,Nelson Piquet,San Marino
1992 San Marino Grand Prix,San Marino Grand Prix,1992 Formula One season,1992-05-17,Riccardo Patrese,San Marino
1985 San Marino Grand Prix,San Marino Grand Prix,1985 Formula One season,1985-05-05,Michele Alboreto,San Marino
1995 San Marino Grand Prix,San Marino Grand Prix,1995 Formula One season,1995-04-30,Gerhard Berger,San Marino
2006 San Marino Grand Prix,San Marino Grand Prix,2006 Formula One season,2006-04-23,Fernando Alonso,San Marino
2003 San Marino Grand Prix,San Marino Grand Prix,2003 Formula One season,2003-04-20,Michael Schumacher,San Marino
2002 San Marino Grand Prix,San Marino Grand Prix,2002 Formula One season,2002-04-14,Rubens Barrichello,San Marino
2001 San Marino Grand Prix,San Marino Grand Prix,2001 Formula One season,2001-04-15,Ralf Schumacher,San Marino
2005 San Marino Grand Prix,San Marino Grand Prix,2005 Formula One season,2005-04-24,Michael Schumacher,San Marino
2004 San Marino Grand Prix,San Marino Grand Prix,2004 Formula One season,2004-04-25,Michael Schumacher,San Marino
