col0,col1,col2,col3,col4,col5,col6
Governor of North Carolina,elected office,1776-11-12,head of state,United States of America,commander-in-chief,North Carolina Executive Mansion
Governor of Oregon,elected office,1859-03-03,head of state,United States of America,commander-in-chief,Mahonia Hall
Governor of Texas,elected office,1846-02-19,head of state,United States of America,commander-in-chief,Texas Governor's Mansion
Governor of Tennessee,elected office,1796-03-30,head of state,United States of America,commander-in-chief,Tennessee Governor's Mansion
Governor of South Carolina,elected office,1776-03-26,head of state,United States of America,commander-in-chief,South Carolina Governor's Mansion
Governor of Vermont,elected office,1790-10-20,head of state,United States of America,commander-in-chief,The Pavilion
Governor of North Dakota,elected office,1889-11-20,head of state,United States of America,chairperson,North Dakota Governor's Residence
Governor of Wisconsin,elected office,1848-06-07,head of state,United States of America,commander-in-chief,Wisconsin Executive Residence
Governor of South Dakota,elected office,1889-03-22,head of state,United States of America,commander-in-chief,South Dakota Governor's Residence
Governor of North Carolina,position,1776-11-12,head of state,United States of America,commander-in-chief,North Carolina Executive Mansion
Governor of Oregon,position,1859-03-03,head of state,United States of America,commander-in-chief,Mahonia Hall
Governor of Texas,position,1846-02-19,head of state,United States of America,commander-in-chief,Texas Governor's Mansion
Governor of Tennessee,position,1796-03-30,head of state,United States of America,commander-in-chief,Tennessee Governor's Mansion
Governor of South Carolina,position,1776-03-26,head of state,United States of America,commander-in-chief,South Carolina Governor's Mansion
Governor of Vermont,position,1790-10-20,head of state,United States of America,commander-in-chief,The Pavilion
