col0,col1,col2,col3
Kansas,Laura Kelly,Kansas River,2911641
Arkansas,Asa Hutchinson,Quapaw,2978204
Minnesota,Tim Walz,Minnesota River,5489594
West Virginia,Jim Justice,Colony of Virginia,1844128
North Carolina,Roy Cooper,Province of Carolina,10042802
South Carolina,Henry McMaster,Province of Carolina,4896146
Wisconsin,Tony Evers,Wisconsin River,5771337
New Mexico,Michelle Lujan Grisham,Santa Fe de Nuevo México,2085109
Maryland,Larry Hogan,Henrietta Maria of France,6006401
Pennsylvania,Tom Wolf,William Penn,12802503
Nebraska,Pete Ricketts,Platte River,1896190
