col0,col1,col2,col3,col4,col5,col6,col7
cerium-156,1258608,155.951884,0,praseodymium-156,58,cerium,isotope of cerium
cerium-154,1249864,153.94394,0,praseodymium-154,58,cerium,isotope of cerium
cerium-152,1240472,151.936682,0,praseodymium-152,58,cerium,isotope of cerium
cerium-151,1234617.827,150.9342722,2.5,praseodymium-151,58,cerium,isotope of cerium
cerium-150,1230168.3,149.930384035,0,praseodymium-150,58,cerium,isotope of cerium
cerium-149,1223920.121,148.9284269,1.5,praseodymium-149,58,cerium,isotope of cerium
cerium-148,1219577.276,147.924424196,0,praseodymium-148,58,cerium,isotope of cerium
cerium-147,1213121.469,146.922689903,2.5,praseodymium-147,58,cerium,isotope of cerium
cerium-146,1208671.658,145.918802065,0,praseodymium-146,58,cerium,isotope of cerium
cerium-145,1202031.875,144.917265144,2.5,praseodymium-145,58,cerium,isotope of cerium
cerium-134,1121013.314,133.908928142,0,lanthanum-134,58,cerium,isotope of cerium
cerium-133,1110527.257,132.911520402,0.5,lanthanum-133,58,cerium,isotope of cerium
