col0,col1,col2,col3,col4,col5,col6
radium-213m,radium,radon-209,nuclear isomer,125,-1,2.2
radium-207m,radium,radon-203,nuclear isomer,119,1,59
radium-205m,radium,radon-201,nuclear isomer,117,1,170
radium-203m,radium,radon-199,nuclear isomer,115,1,24
radium-234,radium,actinium-234,isotope of radium,146,1,30
radium-232,radium,actinium-232,isotope of radium,144,1,4.2
radium-231,radium,actinium-231,isotope of radium,143,1,104.1
radium-230,radium,actinium-230,isotope of radium,142,1,93
radium-229,radium,actinium-229,isotope of radium,141,1,4
radium-227,radium,actinium-227,isotope of radium,139,1,42.2
radium-225,radium,actinium-225,isotope of radium,137,1,14.9
radium-223,radium,carbon-14,isotope of radium,135,1,11.43
