col0,col1,col2,col3,col4,col5,col6,col7
plutonium-228,1730632.404,134,94,1.1,neptunium-228,228.038741387,plutonium
plutonium-244,1836054.86,150,94,80000000,uranium-240,244.064204415,plutonium
plutonium-241,1818691.799,147,94,14.325,uranium-237,241.056849722,plutonium
plutonium-235,1781036.565,141,94,25.3,uranium-231,235.045284682,plutonium
plutonium-234,1774797.57,140,94,8.8,uranium-230,234.043317478,plutonium
plutonium-233,1767024.468,139,94,20.9,uranium-229,233.042997345,plutonium
plutonium-232,1760641.968,138,94,33.8,uranium-228,232.041184526,plutonium
plutonium-231,1752624.72,137,94,8.6,uranium-227,231.04112641,plutonium
plutonium-230,1745927.93,136,94,102,uranium-226,230.039650703,plutonium
plutonium-229,1737395.52,135,94,67,uranium-225,229.040145819,plutonium
plutonium-228,1730632.404,134,94,1.1,uranium-224,228.038741387,plutonium
