col0,col1,col2,col3,col4,col5
Thomas County Public Library System,Pavo Public Library,171435,1988-01-01,"201 North Madison Street, Thomasville, GA 31792",Thomas County
Coastal Plain Regional Library System,Carrie Dorsey Perry Memorial Library,237269,1956-01-01,"2014 Chestnut Avenue, Tifton, GA 31794",Georgia
Thomas County Public Library System,Pavo Public Library,171435,1988-01-01,"201 North Madison Street, Thomasville, GA 31792",Georgia
Houston County Public Library System,Nola Brantley Memorial Library,220397,1948-01-01,"1201 Washington Street, Perry, GA 31069",Houston County
Coastal Plain Regional Library System,Coastal Plain Regional Library Headquarters,237269,1956-01-01,"2014 Chestnut Avenue, Tifton, GA 31794",Georgia
Lake Blackshear Regional Library System,Cordele-Crisp Carnegie Library,139671,1964-01-01,"307 East Lamar Street, Americus, GA 31709",Georgia
South Georgia Regional Library,Miller Lakeland Library,312601,1950-01-01,"300 Woodrow Wilson Drive, Valdosta, GA 31602",Georgia
Houston County Public Library System,Nola Brantley Memorial Library,220397,1948-01-01,"1201 Washington Street, Perry, GA 31069",Georgia
Dallas Public Library,Bachman Lake Branch Library,3554379,1901-01-01,"1515 Young St, Dallas, TX 75201",Texas
Gwinnett County Public Library System,Peachtree Corners Branch,2589953,1936-01-01,"1001 Lawrenceville Highway, Lawrenceville, GA 30046",Georgia
Kent District Library,Alpine Township Branch,2656958,1927-01-01,"814 West River Center, N.E., Comstock Park, MI 49321",Michigan
