col0,col1,col2,col3,col4,col5
flag of Newfoundland and Labrador,vertical bicolor flag,Newfoundland and Labrador,flag of a country subdivision,blue,right triangle
flag of Nova Scotia,charged flag,Nova Scotia,flag of a country subdivision,white,field
flag of Nagasaki prefecture,solid flag,Nagasaki Prefecture,flag of a country subdivision,blue,text
flag of Fukuoka prefecture,solid flag,Fukuoka Prefecture,flag of a country subdivision,blue,flower
flag of Kumamoto prefecture,solid flag,Kumamoto Prefecture,flag of a country subdivision,white,geographic map
flag of Ehime prefecture,horizontal triband,Ehime Prefecture,flag of a country subdivision,yellow,flower
flag of Okayama prefecture,solid flag,Okayama Prefecture,flag of a country subdivision,gold,text
flag of Siemiatycze,horizontal triband,Siemiatycze,flag of a country subdivision,yellow,field
flag of Tokushima prefecture,charged flag,Tokushima Prefecture,flag of a country subdivision,yellow,text
flag of Kuyavian-Pomeranian Voivodeship,horizontal triband,Kuyavian-Pomeranian Voivodeship,flag of a country subdivision,red,field
flag of Yukon,tricolour,Yukon,flag of a country subdivision,blue,Chamaenerion angustifolium
flag of Pomeranian Voivodeship,solid flag,Pomeranian Voivodeship,flag of a country subdivision,yellow,griffin
flag of Lower Silesian Voivodeship,solid flag,Lower Silesian Voivodeship,flag of a country subdivision,white,field
