col0,col1,col2,col3,col4,col5
Port Elliot and Goolwa,1853-08-16,District of Port Elliot and Goolwa,Port Elliot and Goolwa,United Kingdom of Great Britain and Ireland,t130761321
Encounter Bay,1856-03-19,District of Encounter Bay,Encounter Bay,United Kingdom of Great Britain and Ireland,t1245149498
Rapid Bay,1856-03-19,District of Rapid Bay,Rapid Bay,United Kingdom of Great Britain and Ireland,t930444868
Yorketown,1879-02-06,Town of Yorketown,Yorketown,United Kingdom of Great Britain and Ireland,1932-05-23
Hindmarsh,1853-06-02,District of Hindmarsh,Hindmarsh,United Kingdom of Great Britain and Ireland,1875-12-30
Narridy,1876-03-01,District of Narridy,Narridy,United Kingdom of Great Britain and Ireland,1888-01-05
Yatala North,1868-06-18,District of Yatala North,Yatala North,United Kingdom of Great Britain and Ireland,1933-06-22
Yatala,1853-06-16,District of Yatala,Yatala,United Kingdom of Great Britain and Ireland,1868-06-18
Alexandrina,1856-05-21,District of Alexandrina,Alexandrina,United Kingdom of Great Britain and Ireland,1888-01-01
Gilbert,1866-07-05,District of Gilbert,Gilbert,Australia,1932-05-12
Yorketown,1879-02-06,Town of Yorketown,Yorketown,Australia,1932-05-23
Melville,1875-10-18,District of Melville,Melville,Australia,1932-05-23
Noarlunga,1856-08-20,City of Noarlunga,Noarlunga,Australia,1997-01-01
Para Wirra,1854-06-07,District of Para Wirra,Para Wirra,Australia,1935-01-01
