col0,col1,col2,col3,col4
Malaika,Fadhili William,Fadhili William,Malaika,Hans-Jörg Mayer
Frankie and Johnny,traditional,traditional,Frankie and Johnny,Alex Gottlieb
Auld Lang Syne,DP,DP,Auld Lang Syne,Kevin Savigar
Frankie and Johnny,traditional,traditional,Frankie and Johnny,Fred Karger
Bald Headed Woman,traditional,traditional,Bald Headed Woman,Shel Talmy
Frankie and Johnny,traditional,traditional,Frankie and Johnny,Ben Weisman
She Moved Through the Fair,traditional,traditional,She Moved Through the Fair,Van Morrison
Bald Headed Woman,traditional,traditional,Bald Headed Woman,Harry Belafonte
Auld Lang Syne,DP,DP,Auld Lang Syne,David Foster
Malaika,Fadhili William,Fadhili William,Malaika,Frank Farian
"Frankie's Man, Johnny",traditional,traditional,Frankie and Johnny,Johnny Cash
Frankie and Johnnie,Sam Cooke,Sam Cooke,Frankie and Johnny,Sam Cooke
Frankie and Johnny,Jerry Lee Lewis,Jerry Lee Lewis,Frankie and Johnny,Jerry Lee Lewis
