col0,col1,col2,col3,col4
1955 Thomas Cup,men's team,Singapore,1955-01-01,Malaysia national badminton team
1998 Thomas Cup,men's team,Hong Kong,1998-01-01,Indonesia national badminton team
1996 Thomas Cup,men's team,Hong Kong,1996-01-01,Indonesia national badminton team
1994 Thomas Cup,men's team,Jakarta,1994-01-01,Indonesia national badminton team
1973 Thomas Cup,men's team,Jakarta,1973-01-01,Indonesia national badminton team
1967 Thomas Cup,men's team,Jakarta,1967-01-01,Indonesia national badminton team
1979 Thomas Cup,men's team,Jakarta,1979-01-01,Indonesia national badminton team
1986 Thomas Cup,men's team,Jakarta,1986-01-01,Indonesia national badminton team
1961 Thomas Cup,men's team,Jakarta,1961-01-01,Indonesia national badminton team
2000 Thomas Cup,men's team,Kuala Lumpur,2000-01-01,Indonesia national badminton team
1992 Thomas Cup,men's team,Kuala Lumpur,1992-01-01,Indonesia national badminton team
1988 Thomas Cup,men's team,Kuala Lumpur,1988-01-01,Indonesia national badminton team
