col0,col1,col2,col3,col4
Municipal elections 2012 in Heinola in Finland,2012 Finnish municipal elections,Green League,Heinola City Council,2012-10-28
Municipal elections 2012 in Vantaa in Finland,2012 Finnish municipal elections,Green League,Vantaa City Council,2012-10-28
Municipal elections 2012 in Hollola in Finland,2012 Finnish municipal elections,Green League,Hollola municipal council,2012-10-28
Municipal elections 2012 in Hämeenlinna in Finland,2012 Finnish municipal elections,Green League,Hämeenlinna City Council,2012-10-28
Municipal elections 2012 in Padasjoki in Finland,2012 Finnish municipal elections,Green League,Padasjoki municipal council,2012-10-28
Municipal elections 2012 in Orivesi in Finland,2012 Finnish municipal elections,Green League,Orivesi City Council,2012-10-28
Municipal elections 2012 in Oripää in Finland,2012 Finnish municipal elections,National Coalition Party,Oripää municipal council,2012-10-28
Municipal elections 2012 in Orimattila in Finland,2012 Finnish municipal elections,Green League,Orimattila City Council,2012-10-28
Municipal elections 2012 in Närpes in Finland,2012 Finnish municipal elections,Social Democratic Party of Finland,Närpes municipal council,2012-10-28
Municipal elections 2012 in Nurmijärvi in Finland,2012 Finnish municipal elections,Green League,Nurmijärvi municipal council,2012-10-28
Municipal elections 2012 in Nurmes in Finland,2012 Finnish municipal elections,National Coalition Party,Nurmes City Council,2012-10-28
