col0,col1,col2,col3
4KQ,693,1947-01-01,Australian Radio Network
DYBG,864,2008-01-01,Intercontinental Broadcasting Corporation
CHED,630,1954-03-03,Corus Entertainment
Polskie Radio Program I,225,1926-01-01,Polskie Radio
Atlantic 252,252,1989-09-01,RTL Group
ABC Radio Adelaide,891,1937-10-15,Australian Broadcasting Corporation
KSPN,710,1927-01-01,"Walt Disney Television, Inc."
Atlantic 252,252,1989-09-01,Raidió Teilifís Éireann
Radio Wolga,261,1945-01-01,Soviet Union
DWJH-FM,101.1,2018-07-02,"Audiovisual Communicators, Inc."
