col0,col1,col2,col3
Bonk,Benjamin,animated character,henchperson
Kevin Wendell Crumb,Kevin,fictional human,antagonist
Ghoul,Carter,fictional human,henchperson
Bonk,Benjamin,fictional human,henchperson
Arkham Knight,Jason,fictional human,antihero
Kevin Wendell Crumb,Kevin,supervillain,antagonist
Ghoul,Carter,supervillain,henchperson
Bonk,Benjamin,supervillain,henchperson
Arkham Knight,Jason,supervillain,antihero
Ghoul,Carter,comics character,henchperson
Arkham Knight,Jason,superhero,antihero
Elijah Price,Elijah,superhero film character,antagonist
