col0,col1,col2,col3,col4,col5
Maidan Wardak,Markazi Bihsud District,Wasi-wari,2848,province of Afghanistan,Afghanistan
Kabul,Khaki Jabbar,Turkmen,1908,province of Afghanistan,Afghanistan
Parwan,Salang,Afghan Sign Language,1906,province of Afghanistan,Afghanistan
Kunar,Shaigal Aw Shiltan District,Ashkun,1906,province of Afghanistan,Afghanistan
Nangarhar,Kot,Nangalami language,748,province of Afghanistan,Afghanistan
Faryab,Qaysar,Turkmen,584,province of Afghanistan,Afghanistan
Helmand,Kajaki District,Brahui,725,province of Afghanistan,Afghanistan
Kapisa,Nijrab District,Parachi,1746,province of Afghanistan,Afghanistan
Kandahar,Reg District,Brahui,1216,province of Afghanistan,Afghanistan
Nimruz,Chakhansur District,Pahlavni language,610,province of Afghanistan,Afghanistan
Samangan,Ruyi Du Ab,Southern Uzbek,2202,province of Afghanistan,Afghanistan
Herat,Kushki Kuhna District,Turkmen,1088,province of Afghanistan,Afghanistan
Kunar,Bar Kunar,Ashkun,1906,province of Afghanistan,Afghanistan
Badakhshan,Zebak District,Wasi-wari,3669,province of Afghanistan,Afghanistan
Zabul,Dey Chopan District,Southern Pashto,1852,province of Afghanistan,Afghanistan
