col0,col1,col2,col3,col4,col5,col6,col7
2013 NRW Trophy - ice dance short dance,ice dance,short dance,Yuliya Zlobina,Westfalenhallen,Marco Fabbri,Germany,2013-11-02
2014 NRW Trophy - ice dance short dance,ice dance,short dance,Nathalie Rehfeldt,Dortmund,Penny Coomes,Germany,2014-11-08
2016 Rostelecom Cup - ice dancing short dance,ice dance,short dance,Ekaterina Bobrova,Megasport Arena,Madison Chock,Russia,2016-11-04
2016 Cup of China - ice dancing short dance,ice dance,short dance,Maia Shibutani,Capital Indoor Stadium,Andrew Poje,People's Republic of China,2016-11-18
2016 NHK Trophy - ice dancing short dance,ice dance,short dance,Tessa Virtue,Makomanai Ice Arena,Scott Moir,Japan,2016-11-26
2017 Rostelecom Cup - ice dancing short dance,ice dance,short dance,Maia Shibutani,Megasport Arena,Alex Shibutani,Russia,2017-10-20
2017 Skate Canada International - ice dancing short dance,ice dance,short dance,Tessa Virtue,Brandt Centre,Scott Moir,Canada,2017-10-27
2017 Cup of China - ice dancing short dance,ice dance,short dance,Ekaterina Bobrova,Capital Indoor Stadium,Guillaume Cizeron,People's Republic of China,2017-11-03
2010 NRW Trophy - senior ice dance short dance,ice dance,short dance,Pernelle Carron,Westfalenhallen,Pernelle Carron,Germany,2010-11-06
2016 World Junior Figure Skating Championships - ice dancing short dance,ice dance,short dance,Mackenzie Bent,Főnix Hall,Rachel Parsons,Hungary,2016-03-17
2016–17 Grand Prix of Figure Skating Final - ice dancing short dance,ice dance,short dance,Tessa Virtue,Palais omnisports Marseille Grand Est,Scott Moir,France,2016-12-09
2017–18 Grand Prix of Figure Skating Final - ice dancing short dance,ice dance,short dance,Tessa Virtue,Nippon Gaishi Hall,Guillaume Cizeron,Japan,2017-12-07
2011 Four Continents Figure Skating Championships - ice dancing short dance,ice dance,short dance,Tessa Virtue,Taipei Arena,Scott Moir,Taiwan,2011-02-17
2012 Four Continents Figure Skating Championships - ice dancing short dance,ice dance,short dance,Tessa Virtue,World Arena,Charlie White,United States of America,2012-02-11
