col0,col1,col2,col3,col4
Kråkgränd,Stockholm Municipality,Kråka,Skeppsbron,Gamla stan
Telegrafgränd,Stockholm Municipality,Stockholm Telegraph Station,Skeppsbron,Gamla stan
Johannesgränd,Stockholm Municipality,Sankt Johanneskyrkan,Skeppsbron,Gamla stan
Norra Bankogränd,Stockholm Municipality,Norra Bankohuset,Skeppsbron,Gamla stan
Södra Bankogränd,Stockholm Municipality,Södra Bankohuset,Skeppsbron,Gamla stan
Tullgränd,Stockholm Municipality,Swedish Customs,Skeppsbron,Gamla stan
Packhusgränd,Stockholm Municipality,warehouse,Skeppsbron,Gamla stan
Ferkens gränd,Stockholm Municipality,pig,Skeppsbron,Gamla stan
Skottgränd,Stockholm Municipality,Scotland,Skeppsbron,Gamla stan
Tyska skolgränd,Stockholm Municipality,German school in Stockholm,Baggensgatan,Gamla stan
Bedoirsgränd,Stockholm Municipality,Jean Bedoire den yngre,Västerlånggatan,Gamla stan
Helga Lekamens gränd,Stockholm Municipality,Holy Corpus guild,Västerlånggatan,Gamla stan
Mårten Trotzigs gränd,Stockholm Municipality,Mårten Trotzig,Västerlånggatan,Gamla stan
Ignatiigränd,Stockholm Municipality,Ignatius Meurer,Västerlånggatan,Gamla stan
