col0,col1,col2,col3
Elfsborg Fortress,Sweden,Oscar II Fort,fortress
Mascate fortresses,Oman,Fort Al-Mirani,fortress
Praça-forte de Elvas,Portugal,Muralhas de Elvas,defensive wall
Princess Royal Fortress,Australia,National Anzac Centre,fortress
Kastel Fortress,Bosnia and Herzegovina,Open-air theatre and cinema Kastel,fortress
Princess Royal Fortress,Australia,National Anzac Centre,museum
Kastel Fortress,Bosnia and Herzegovina,Open-air theatre and cinema Kastel,park
Princess Royal Fortress,Australia,National Anzac Centre,heritage site
iglesia de Nuestra Señora de la Encarnación,Spain,clock machinery,Catholic church
Kraków Fortress,Poland,Czerwony Mostek in Kraków,fortress
