col0,col1,col2,col3,col4,col5
Commander of the Order for Merits to Lithuania,Grand Officer of the Order for Merits to Lithuania,commander,2002-06-18,grade of an order,Officer's Cross of the Order for Merits to Lithuania
Grand Officer of the Order for Merits to Lithuania,Commander's Grand Crosses of the Order of the Lithuanian Grand Duke Gediminas,grand officer,2002-06-18,grade of an order,Commander of the Order for Merits to Lithuania
Grand Officer of the order of Nichan Iftikhar,Grand Cordon of the order of Nichan Iftikhar,grand officer,1843-01-01,grade of an order,Commander of the order of Nichan Iftikhar
Grand Officer of the Order of the Oak Crown,Grand Cross of the Order of the Oak Crown,grand officer,1841-12-29,grade of an order,Commander of the Order of the Oak Crown
Commander of the Order of the Oak Crown,Grand Officer of the Order of the Oak Crown,commander,1841-12-29,grade of an order,Officer of the Order of the Oak Crown
Commander of the Order of Saint-Charles,Grand Officer of the Order of Saint-Charles,commander,1858-03-15,grade of an order,Officer of the Order of Saint-Charles
Grand Officer of the Royal Order of Cambodia,Grand Cross of the Royal Order of Cambodia,grand officer,1864-08-02,grade of an order,Commander of the Royal Order of Cambodia
Commander of the order of Nichan Iftikhar,Grand Officer of the order of Nichan Iftikhar,commander,1843-01-01,grade of an order,Officer of the order of Nichan Iftikhar
Gold Cross of the Order of George I,Commander of the Order of George I,officer,1915-01-16,grade of an order,Silver Cross of the Order of George I
Commander of the Order of George I,Grand Commander of the Order of George I,commander,1915-01-16,grade of an order,Gold Cross of the Order of George I
Grand Commander of the Order of the Redeemer,Grand Cross of the Order of the Redeemer,Grand Commander,1833-05-20,grade of an order,Commander of the Order of the Redeemer
Commander of the Order of the Redeemer,Grand Commander of the Order of the Redeemer,commander,1833-05-20,grade of an order,Gold cross of the Order of the Redeemer
Officer of the Order of Vytautas the Great,Officer of the Order of the Cross of Vytis,officer,1930-01-01,grade of an order,Knight of the Order of Vytautas the Great
Commander of the Order of Vytautas the Great,Commander Grand cross of the Order of Vytautas the Great,commander,1930-01-01,grade of an order,Officer of the Order of Vytautas the Great
