col0,col1,col2,col3
Cave Rock Tunnel,U.S. Route 50 in Nevada,1931-01-01,De’ek wadapush
Trappentreu tunnel,Trappentreustraße,1984-04-27,Heimeranplatz
Kvalsund Tunnel,Norwegian County Road 863,1988-12-05,Kvalsundet
Lærdal Tunnel,European route E16,2000-11-27,Filefjell
Mala Kapela Tunnel,A1,2005-01-01,Mala Kapela
Effnertunnel,Isarring,2006-12-20,Effnerplatz
Oslofjord Tunnel,European route E134,2000-06-29,Oslofjord
Sasago Tunnel,Chūō Expressway,1977-01-01,Japanese Alps
Great St Bernard Tunnel,European route E27,1964-01-01,Great St Bernard Pass
Hvalfjörður Tunnel,Route 1,1998-01-01,Hvalfjörður
Queens–Midtown Tunnel,Interstate 495,1940-11-15,East River
