col0,col1,col2,col3,col4,col5
Jack London,Jack London,1895-01-01,Sonoma,The Roads,atheism
Britney Spears,Britney Spears,1992-01-01,Los Angeles,Work Bitch,Southern Baptist Convention
Neil Gaiman,Neil Gaiman,1984-01-01,Minneapolis,The Ocean at the End of the Lane,atheism
Joyce Carol Oates,Joyce Oates,1963-01-01,Princeton,Black Water,atheism
Salman Khan,Salman Khan,1988-01-01,India,Ek Tha Tiger,Islam
H. P. Lovecraft,Howard Phillips Lovecraft,1897-01-01,Providence,Beyond the Wall of Sleep,atheism
Charlotte Brontë,Charlotte Brontë,1846-01-01,Yorkshire,Villette,Anglicanism
Salman Khan,Salman Khan,1988-01-01,India,Dabangg 2,Islam
H. P. Lovecraft,Howard Phillips Lovecraft,1897-01-01,Providence,The Shadow Out of Time,atheism
Joyce Carol Oates,Joyce Oates,1963-01-01,Princeton,Blonde,atheism
Michael Giacchino,Michael Giacchino,1994-01-01,New York City,Space Mountain,Christian
