col0,col1,col2,col3,col4
Blockly,Ellen Spertus,WEB,JavaScript,programming language
TensorFlow,Google Brain,Android,C++,free software
Akka,Lightbend Inc.,Java Virtual Machine,Scala,free software
ROOT,CERN,IA-32,C++,data serialization format
Commons Daemon,Apache Software Foundation,Java Virtual Machine,Java,Java software library
Apache Batik,Apache Software Foundation,Java Virtual Machine,Java,Java software library
Apache Lucene,Apache Software Foundation,Java Virtual Machine,Java,Java software library
Apache Cayenne,Apache Software Foundation,Java Virtual Machine,Java,Java software library
Enlightenment Foundation Libraries,Enlightenment,Microsoft Windows,C,graphics library
ROOT,CERN,IA-32,C++,software library
Commons Daemon,Apache Software Foundation,Java Virtual Machine,Java,software library
Apache Batik,Apache Software Foundation,Java Virtual Machine,Java,software library
Apache Lucene,Apache Software Foundation,Java Virtual Machine,Java,software library
Apache Cayenne,Apache Software Foundation,Java Virtual Machine,Java,software library
