col0,col1,col2,col3,col4
Biankouma,538,Greenwich Mean Time,Biankouma Department,Ivory Coast
Abobo,105,Greenwich Mean Time,Abidjan Department,Ivory Coast
Abidjan,18,UTC±00:00,Abidjan Department,Ivory Coast
Séileu,303,Greenwich Mean Time,Danané Department,Ivory Coast
Yamoussoukro,214,UTC±00:00,Lacs Region,Ivory Coast
Aboisso,12,UTC±00:00,Sud-Comoé,Ivory Coast
Dimbokro,94,Greenwich Mean Time,N'zi-Comoé,Ivory Coast
Bouaflé,208,Greenwich Mean Time,Marahoué Region,Ivory Coast
Man,329,Greenwich Mean Time,Dix-Huit Montagnes,Ivory Coast
Agboville,35,Greenwich Mean Time,Agnéby,Ivory Coast
Abengourou,197,Greenwich Mean Time,Moyen-Comoé,Ivory Coast
Bondoukou,343,Greenwich Mean Time,Zanzan Region,Ivory Coast
