col0,col1,col2,col3
holmium-141,74,3.5,1119963
dysprosium-172,106,0,1384600
dysprosium-170,104,0,1374110
dysprosium-168,102,0,1362906.048
dysprosium-167,101,0.5,1356205.664
dysprosium-166,100,0,1350788.48
dysprosium-165,99,3.5,1343744.985
dysprosium-159,93,1.5,1300871.697
dysprosium-157,91,1.5,1284986.439
dysprosium-155,89,1.5,1268574.87
dysprosium-154,88,0,1261741.866
dysprosium-152,86,0,1245323.232
dysprosium-150,84,0,1228372.35
dysprosium-149,83,3.5,1218687.241
dysprosium-148,82,0,1210779.564
