col0,col1,col2,col3
fluorite,fluid flow,lilac,4
fluornatrocoulsellite,fluorine,colorlessness,4.5
fluorite,fluid flow,purple,4
pyrrhotite,fire,bronze,4
pyrite,fire,copper,6
fluorite,fluid flow,colorless,4
aragonite,Molina de Aragón,colorless,3.75
fluorite,fluid flow,pink,4
aragonite,Molina de Aragón,pink,3.75
fluorite,fluid flow,gold,4
pyrite,fire,gold,6
fluorite,fluid flow,brown,4
oxo-magnesio-hastingsite,hastingsite rootname series,brown,6
potassic-ferri-leakeite,leakeite rootname series,brown,5
pyrrhotite,fire,brown,4
