col0,col1,col2,col3,col4
Silent Partner,English,April O'Neil,Mirage Studios,Silent Partner
What Goes Around Comes Around,English,April O'Neil,Mirage Studios,What Goes Around Comes Around
All is Revealed,English,April O'Neil,Mirage Studios,All is Revealed
The Triceraton Homeworld,English,April O'Neil,Mirage Studios,The Triceraton Homeworld
The Great Chase,English,April O'Neil,Mirage Studios,The Great Chase
Teenage Mutant Ninja Turtles Versus the Mousers,English,April O'Neil,Mirage Studios,Teenage Mutant Ninja Turtles Versus the Mousers
The Christmas Aliens,English,April O'Neil,Mirage Studios,The Christmas Aliens
Kirby and the Warp Crystal,English,April O'Neil,Mirage Studios,Kirby and the Warp Crystal
Teenage Mutant Ninja Turtles Team Up with Cerebus,English,Renet,Mirage Studios,Teenage Mutant Ninja Turtles Team Up with Cerebus
The Turtles' Origin is Told,English,Hamato Yoshi,Mirage Studios,The Turtles' Origin is Told
"Me, Myself and I",English,Casey Jones,Mirage Studios,"Me, Myself and I"
