col0,col1,col2,col3,col4,col5
2019 UCLA Bruins football team,American football,2018 UCLA Bruins football team,2019-01-01,Rose Bowl,United States of America
2018 UCF Knights football team,American football,2017 UCF Knights football team,2018-01-01,Spectrum Stadium,United States of America
2018 UCLA Bruins football team,American football,2017 UCLA Bruins football team,2018-01-01,Rose Bowl,United States of America
2017 UCF Knights football team,American football,2016 UCF Knights football team,2017-01-01,Spectrum Stadium,United States of America
2017 UCLA Bruins football team,American football,2016 UCLA Bruins football team,2017-01-01,Rose Bowl,United States of America
2019 UCF Knights football team,American football,2018 UCF Knights football team,2019-01-01,Spectrum Stadium,United States of America
2016 UCLA Bruins football team,American football,2015 UCLA Bruins football team,2016-01-01,Rose Bowl,United States of America
2014 UCLA Bruins football team,American football,2013 UCLA Bruins football team,2014-01-01,Rose Bowl,United States of America
2013 UCLA Bruins football team,American football,2012 UCLA Bruins football team,2013-01-01,Rose Bowl,United States of America
2011 UCLA Bruins football team,American football,2010 UCLA Bruins football team,2011-01-01,Rose Bowl,United States of America
2012 UCLA Bruins football team,American football,2011 UCLA Bruins football team,2012-01-01,Rose Bowl,United States of America
2015 UCLA Bruins football team,American football,2014 UCLA Bruins football team,2015-01-01,Rose Bowl,United States of America
2010 UCLA Bruins football team,American football,2009 UCLA Bruins football team,2010-01-01,Rose Bowl,United States of America
