col0,col1,col2,col3,col4,col5
Othem socken,Gotland,Gotland Municipality,Othem parish,socken,t346031950
Orkesta socken,Uppland,Vallentuna Municipality,Orkesta parish,socken,t1139646369
Ockelbo socken,Gästrikland,Gävleborg County,Ockelbo parish,socken,t665446902
"Näs socken, Gotland",Gotland,Gotland Municipality,Näs parish,socken,t184260692
Ryssby,Småland,Kalmar Municipality,Ryssby,socken,t824255150
Roma socken,Gotland,Gotland Municipality,Roma parish,socken,t506056358
Knislinge socken,Scania,Östra Göinge Municipality,Knislinge Municipality,socken,t665446769
Mjölby socken,Östergötland,Vifolka,Mjölby Rural Municipality,socken,t16957745
Kvillinge socken,Östergötland,Norrköping Municipality,Kvillinge Parish,socken,t982030068
Kvidinge socken,Scania,Åstorp Municipality,Kvidinge parish,socken,t346032196
Kvarsebo socken,Östergötland,Norrköping Municipality,Kvarsebo parish,socken,1615-01-01
Karesuando socken,Lapland,Kiruna Municipality,Karesuando parish,socken,1606-01-01
Lilla Malma socken,Södermanland,Flen Municipality,Lilla Malma församling,socken,t505862022
