col0,col1,col2,col3,col4
Boundary County,Canada–United States border,Bonner County,3311,Bonners Ferry
Lincoln County,Abraham Lincoln,Jerome County,3123,Shoshone
Clark County,Sam K. Clark,Beaverhead County,4572,Dubois
Blaine County,James G. Blaine,Camas County,6892,Hailey
Butte County,Big Southern Butte,Jefferson County,5785,Arco
Caribou County,Caribou Mountains,Bannock County,4658,Soda Springs
Lemhi County,Fort Lemhi,Beaverhead County,11835,Salmon
Lewis County,Meriwether Lewis,Clearwater County,1243,Nezperce
Camas County,Camassia,Gooding County,2795,Fairfield
Teton County,Teton Range,Fremont County,1167,Driggs
Oneida County,Oneida Lake,Bannock County,3112,Malad City
