col0,col1,col2,col3
clarithromycin,747.477,xenobiotic-transporting ATPase inhibitor,probucol
erythromycin,733.461,antibiotic,probucol
clarithromycin,747.477,xenobiotic-transporting ATPase inhibitor,mesoridazine
erythromycin,733.461,antibiotic,mesoridazine
clarithromycin,747.477,xenobiotic-transporting ATPase inhibitor,bepridil
erythromycin,733.461,antibiotic,bepridil
clarithromycin,747.477,xenobiotic-transporting ATPase inhibitor,ibutilide
erythromycin,733.461,antibiotic,ibutilide
clarithromycin,747.477,xenobiotic-transporting ATPase inhibitor,dofetilide
erythromycin,733.461,antibiotic,dofetilide
clarithromycin,747.477,xenobiotic-transporting ATPase inhibitor,sparfloxacin
