col0,col1,col2,col3
Leiria,1142-01-01,UTC±00:00,city of Portugal
Póvoa de Varzim,1308-01-01,Western European Time,city of Portugal
Angra do Heroísmo,1478-01-01,UTC−01:00,city of Portugal
Marco de Canaveses,1852-01-01,Western European Time,city of Portugal
Évora,1166-01-01,Western European Time,city of Portugal
Faro,1266-01-01,UTC±00:00,city of Portugal
Sacavém,1191-01-01,Western European Time,city of Portugal
Funchal,1451-01-01,UTC±00:00,city of Portugal
Vila Nova de Famalicão,1835-01-01,Western European Time,municipality of Portugal
Ovar,1514-02-20,Western European Time,municipality of Portugal
Anadia,1514-01-01,UTC±00:00,municipality of Portugal
Albufeira,1504-01-01,UTC±00:00,municipality of Portugal
Castelo Branco,1213-01-01,UTC±00:00,municipality of Portugal
Barcelos,1140-01-01,UTC±00:00,municipality of Portugal
Leiria,1142-01-01,UTC±00:00,municipality of Portugal
