col0,col1,col2,col3,col4,col5,col6,col7
2020 Portugal Badminton Championships,Portugal,2019 Portugal Badminton Championships,national championship,badminton,2020 Portugal Badminton Championships – Men's doubles,2020-01-01,Portuguese Badminton Championships
2019 Portugal Badminton Championships,Portugal,2018 Portugal Badminton Championships,national championship,badminton,2019 Portugal Badminton Championships – Men's doubles,2019-01-01,Portuguese Badminton Championships
2018 Portugal Badminton Championships,Portugal,2017 Portugal Badminton Championships,national championship,badminton,2018 Portugal Badminton Championships – Men's doubles,2018-01-01,Portuguese Badminton Championships
2017 Portugal Badminton Championships,Portugal,2016 Portuguese Badminton Championships,national championship,badminton,2017 Portugal Badminton Championships – Men's doubles,2017-01-01,Portuguese Badminton Championships
2016 Portuguese Badminton Championships,Portugal,2015 Portuguese Badminton Championships,national championship,badminton,2016 Portugal Badminton Championships – Men's doubles,2016-01-01,Portuguese Badminton Championships
2006 Portuguese Badminton Championships,Portugal,2005 Portuguese Badminton Championships,national championship,badminton,2006 Portugal Badminton Championships – Men's doubles,2006-01-01,Portuguese Badminton Championships
2001 Portuguese Badminton Championships,Portugal,2000 Portuguese Badminton Championships,national championship,badminton,2001 Portugal Badminton Championships – Men's doubles,2001-01-01,Portuguese Badminton Championships
2000 Portuguese Badminton Championships,Portugal,1999 Portuguese Badminton Championships,national championship,badminton,2000 Portugal Badminton Championships – Men's doubles,2000-01-01,Portuguese Badminton Championships
1999 Portuguese Badminton Championships,Portugal,1998 Portuguese Badminton Championships,national championship,badminton,1999 Portugal Badminton Championships – Men's doubles,1999-01-01,Portuguese Badminton Championships
1998 Portuguese Badminton Championships,Portugal,1997 Portuguese Badminton Championships,national championship,badminton,1998 Portugal Badminton Championships – Men's doubles,1998-01-01,Portuguese Badminton Championships
1997 Portuguese Badminton Championships,Portugal,1996 Portuguese Badminton Championships,national championship,badminton,1997 Portugal Badminton Championships – Men's doubles,1997-01-01,Portuguese Badminton Championships
1996 Portuguese Badminton Championships,Portugal,1995 Portuguese Badminton Championships,national championship,badminton,1996 Portugal Badminton Championships – Men's doubles,1996-01-01,Portuguese Badminton Championships
1995 Portuguese Badminton Championships,Portugal,1994 Portuguese Badminton Championships,national championship,badminton,1995 Portugal Badminton Championships – Men's doubles,1995-01-01,Portuguese Badminton Championships
1994 Portuguese Badminton Championships,Portugal,1993 Portuguese Badminton Championships,national championship,badminton,1994 Portugal Badminton Championships – Men's doubles,1994-01-01,Portuguese Badminton Championships
1993 Portuguese Badminton Championships,Portugal,1992 Portuguese Badminton Championships,national championship,badminton,1993 Portugal Badminton Championships – Men's doubles,1993-01-01,Portuguese Badminton Championships
